applicationsCount,companyId,companyName,companyUrl,contractType,description,experienceLevel,jobUrl,location,postedTime,posterFullName,posterProfileUrl,publishedAt,salary,sector,title,workType,workArrangement
Over 200 applicants,83026175,JP työnvuokraus Oy,https://www.linkedin.com/company/jp-ty%C3%B6nvuokraus-oy?trk=public_jobs_topcard-org-name,Full-time,"We are looking for gig workers for cleaning tasks in the Sipoo area. The targets are mainly public buildings such as schools, kindergartens and offices.

Cleaning gigs can be individual days, a week or a maximum of a month - depending on your life situation! Working hours are generally between 9 am and 3 pm, but if you wish, we can discuss evening shifts instead of day shifts.

The work starts during April or later / according to the agreement.

The person we are looking for has:


 * Training in cleaning or work experience in cleaning tasks
 * Fluent Finnish, Swedish or English
 * Advantage: Hygienic card
   
   

Send your application and curriculum vitae from the link, no later than 15th of April 2024. In the application, state your desired salary and possible start date. Act quickly, because we start the interviews already during the application period.

JP Työnvuokraus is a fast-growing personnel service company. We offer companies flexibly skilled employees for all industries. We are a very reliable partner, and committed to the well-being of our employees.",Entry level,https://fi.linkedin.com/jobs/view/cleaners-to-sipoo-area-gigswork-at-jp-ty%C3%B6nvuokraus-oy-3841682200?trk=public_jobs_topcard-title,"Sipoo, Uusimaa, Finland",3 months ago,,,28-02-24,,Staffing and Recruiting,Cleaners to Sipoo area (gigswork),Management and Manufacturing,unknown
Be among the first 25 applicants,923591,SOL ☀,https://fi.linkedin.com/company/solkonserni?trk=public_jobs_topcard-org-name,Full-time,"Haemme asiakkaallemme Škoda Transtech Oy:lle Pintakäsittelijöitä pitkä kestoiseen työsuhteeseen.

Mitä tähän tehtävään kuuluu?

Päivittäiseen työhösi sisältyy kiskokalusto- ja/tai konepajatuotteiden maalaustyöt oheistöineen. Koska kiskokalustotuotteiden suunniteltu käyttöikä on pitkä, runkorakenne vaatii monivaiheisen pintakäsittelyprosessin, jota ohjaavat kansainväliset laatustandardit. Työssä hyödynnetään ohjeistettuja maalausjärjestelmiä, joihin tulet saamaan hyvän perehdytyksen.

Tehtäviisi Voi Kuulua Esimerkiksi


 * maalaustyöt korkeapaineruiskulla
 * hiekkapuhallus
 * hiontatyöt
   
   

Työtä tehdään kahdessa vuorossa ja vuorot vaihtuvat viikoittain. Saat taatusti osaavan työnjohtajan ja tiimin tuen työssäsi menestymiseen.

Työsuhde?

Työsuhde on vakituinen kokoaikainen ja viikkotyöaika 40 h/viikko.

Mitä odotamme sinulta?


 * työhön soveltuvaa koulutusta TAI aiempaa työkokemusta vastaavista tehtävistä
 * oma-aloitteista asennetta, hyviä tiimityötaitoja ja halua kehittää omaa osaamista
 * valmiutta vuorotyöhön
 * työturvallisuuden priorisointia
   
   

Palkkaus?

Palkkaus ja työehdot menevät Teknologiateollisuuden työehtosopimuksen mukaan. Käytössämme on urakka- ja tuntipalkkausta.

Miten haen kyseiseen tehtävään?

Hae tehtävään mahdollisimman pian täyttämällä sähköinen hakulomakkeemme ja liittämällä mukaan cv:si/hakemuskirjeesi.

Lisätietoja tehtävästä sinulle antaa arkisin klo 9:00-15:00 Nadezda Stivkina 0401683800 nadezda.stivkina@sol.fi",Not Applicable,https://fi.linkedin.com/jobs/view/pintak%C3%A4sittelij%C3%A4-at-sol-%E2%98%80-3924402386?trk=public_jobs_topcard-title,"Kajaani, Kainuu, Finland",2 weeks ago,,,13-05-24,,Facilities Services,Pintakäsittelijä,Other,unknown
Be among the first 25 applicants,20104147,Lahden Diakonialaitos,https://fi.linkedin.com/company/lahden-diakonialaitos?trk=public_jobs_topcard-org-name,Full-time,"Lahden Diakonialaitoksen (DILA) Särö-vapaaehtoistoiminnassa on avoinna vapaaehtoiskoordinaattorin osa-aikainen (70 %) sijaisuus ajalle 1.8.2024 – 31.12.2024. Särö-vapaaehtoistoiminta on jo pitkään jatkunut toiminto, jossa tuetaan vapaaehtoistoiminnan keinoin pikkulapsiperheitä, nuoria ja iäkkäitä. Voit lukea lisää täältä: Tukea lahtelaisille lapsiperheille, nuorille ja ikäihmisille - Särö-vapaaehtoistoiminta - Dila.

Olennainen osa vapaaehtoiskoordinaattorin työtä on asiakastyöskentely, jota hän tekee sekä asiakkaiden että vapaaehtoisten parissa. Työ keskittyy erityisesti keikkavapaaehtoisuuden koordinointiin, mutta työ voi sisältää tehtäviä myös pikkulapsiperheiden, nuorten ja ikäihmisten parissa. Lisäksi työhön kuuluu toiminnan markkinointia, vapaaehtoisten rekrytointia, haastatteluja ja perehdytystä. Vapaaehtoiskoordinaattori myös arvioi, kehittää ja dokumentoi toiminnan tuloksellisuutta. Yhdessä Särö-tiimin kanssa hän suunnittelee ja järjestää erilaisia tapahtumia ja koulutuksia, jotka on suunnattu asiakkaille ja vapaaehtoisille. Työhön sisältyy myös verkostotyöskentelyä ja yhteistyötä muiden ammattilaisten kanssa.

Koordinaattorin tulee kyetä itsenäiseen työskentelyyn, mutta myös pari-, tiimi- ja verkostotyöskentely on osa työtä. Tehtävä voi sisältää toisinaan iltaisin työskentelyä. Esihenkilönäsi tehtävässä toimii vapaaehtoistoiminnan päällikkö, ja saat tehtävässäsi myös muiden vapaaehtoistoiminnan parissa työskentelevien tuen.

Toivomme/edellytämme sinulta:


 * sosiaali- tai terveysalan korkeakoulututkintoa, kuten sosionomi (amk), yhteisöpedagogi (amk), sairaanhoitaja (amk) tai soveltuvaa maisterintutkintoa – myös loppuvaiheen opiskelijat huomioidaan
 * aktiivista ja itsenäistä työskentelyotetta
 * kykyä tiimi- ja verkostotyöskentelyyn
 * erinomaisia kohtaamisen taitoja
   
   

Tarjoamme sinulle:


 * merkityksellisen ja mukavan työn sekä lämminhenkisen työyhteisön Dilakorttelissa
 * kattavat työterveyshuollon palvelut
 * mahdollisuuden kouluttautumiseen työn ohella
 * SmartumPlus liikunta-, kulttuuri- ja hierontaedun
 * tiimin ja esihenkilön tuen
 * joustavat työaikaratkaisut
   
   

Palkkaus: yksityisen sosiaalipalvelualan työehtosopimus, G24

Hakeminen: Haastatteluja voidaan tehdä jo hakuaikana. Lisätietoja tehtävästä antaa vapaaehtoistoiminnan päällikkö Mirva Vaattovaara, puh. 040 662 9300.

Muuta: Valinta on ehdollinen, kunnes valittu henkilö esittää rikosrekisteriotteen lasten kanssa toimimiseksi. Tehtävässä on 2kk koeaika.

Työpaikan osoite: Ahvenistonkatu 2 (4.krs), Lahti",Entry level,https://fi.linkedin.com/jobs/view/vapaaehtoiskoordinaattori-at-lahden-diakonialaitos-3936354871?trk=public_jobs_topcard-title,"Lahti, Päijät-Häme, Finland",4 days ago,,,27-05-24,,Civic and Social Organizations,Vapaaehtoiskoordinaattori,Other,unknown
Be among the first 25 applicants,1076776,Biisoni,https://fi.linkedin.com/company/biisoni?trk=public_jobs_topcard-org-name,Other,"Saab Finland Oy employs over 100 employees in Finland. We have offices in three locations. Together with our customers and Finnish industry, we continuously develop solutions that best meet the needs and requirements of Finland's conditions. Today's defense and security challenges require planning for future capabilities. Saab's innovative mindset and modern solutions serve tomorrow's operational needs today. With over 80 years of experience, we provide world-class solutions ranging from depths of 300 meters to altitudes over 15 kilometers; from desert heat to Arctic cold.








Would you be our new Finance Specialist?

We're looking for a Finance Specialist to join our dynamic team at Saab Finland. In this role, you'll play a crucial part in optimizing our financial transactions and systems, directly impacting our company's success.

As a Finance Specialist, your main responsibilities will include assisting the Accounts Payable (AP) team, managing vendor relationships, ensuring timely payments, and reconciling fixed assets registers. In addition, you will be collaborating with project managers, participate in month-end closing procedures, and contribute to streamlining accounts payable processes. You will also assist in system developments, offer local finance support, and provide assistance during statutory audits and year-end reviews.

You would be working at Saab office located in Tampere, but you also have an opportunity to work remotely when the projects don´t require your presence on the site. This is a fixed-term staffing position until the end of year 2024. You will be employed by Biisoni, working on assignment at Saab Finland. However, there are positive future prospects for further continuation of the role.

What are we looking for?

To be successful in this role, you must have a bachelor’s degree in accounting, finance or a related field and previous experience as a financial professional. We hope you have strong collaboration skills, the ability to prioritize and manage time pressures, and a willingness to embrace new processes and systems. You are able to work independently, accurately, and systematically and demonstrate a strong work ethic. Previous experience in accounting, in purchase accounting, and knowledge of VAT regulations and processes would also be an asset. IT skills, and especially good proficiency in using Excel, are essential.

As you will be working in an international company, fluent oral and written Finnish and English language skills are required. We expect you to have a genuine interest and a pro-active attitude towards a wide range of financial management tasks, as well as strong interpersonal and communication skills. We hope that you are motivated to work and grow in our supportive work environment.

The selected candidate may be required to undergo a basic security clearance (726/2014) and drug testing.

What can we offer?

We offer you an intriguing full-time position within Saab Finland. Saab provides an innovative and collaborative work environment where you'll have the opportunity to challenge yourself and enhance your professional skills. We value development suggestions and new ideas to continuously improve our operations, allowing you to work with your own personal touch. Alongside thorough training, your success in the role will be supported by a friendly and robust background organization. It's important to us that work is done well, but with a relaxed attitude! Within our large corporation, there are also various opportunities for advancement both within Finland and internationally.

Have we got your interest?

If you're ready to take on this pivotal role within Saab Finland's finance team, apply now and join us in driving excellence and innovation in financial management!

Please submit your application via the link by 5.6.2024. We will be looking to start the interviews already during the application period.

The recruitment process is carried out in cooperation with Biisoni. For more information on the position, please contact Recruitment Consultant Iida Tulonen, tel. +358 50 463 8508 or e-mail: iida.tulonen@biisoni.fi.",Not Applicable,https://fi.linkedin.com/jobs/view/finance-specialist-saab-finland-oy-at-biisoni-3926626537?trk=public_jobs_topcard-title,"Tampere, Pirkanmaa, Finland",2 weeks ago,,,14-05-24,,Staffing and Recruiting,"Finance Specialist, Saab Finland Oy",Finance and Sales,unknown
Be among the first 25 applicants,13299,TransPerfect,https://www.linkedin.com/company/transperfect?trk=public_jobs_topcard-org-name,Part-time,"Position: Data Contributor

Project Location: Finland (Remote)

Engagement Model: Task-Based




DataForce by TransPerfect is looking for participants to join our Photo Collection Project.




Task Description

Participants will be compensated for sharing photos of a wide range of hobbies, indoor and outdoor activities. You may upload up to 30 photos per category, as long as the photos are taken on the same day.




You can share pictures of as many categories as you like. There are over 100 categories to choose from!




Requirements

 * Be 18 years or older
 * Reside in Finland
 * Photos must be taken with an IOS device (iPhone or iPad)
 * Only photos taken before January 1, 2024, will be accepted
 * Photos downloaded from the internet will not be accepted




How much is the compensation?

- You will receive 1 USD per accepted photo;

- As payment methods, we offer PayPal and Gift Card, according to your preference




If you have any questions, please feel free to get in touch at DataForce.Collection@transperfect.com and we will be more than happy to assist you!




About us

DataForce by TransPerfect is part of the TransPerfect family of companies, the world’s largest provider of language and technology solutions for global business, with offices in more than 100 cities worldwide.




We offer high-quality data for Human-Machine Interaction to some of the most prestigious technology companies in the world. Our division focuses on gathering, enriching, and processing data for Machine Learning in different AI domains.




To learn more about DataForce please visit us at www.transperfect.com/dataforce",Entry level,https://fi.linkedin.com/jobs/view/part-time-work-from-home-as-photo-collector-anywhere-in-europe-at-transperfect-3927827109?trk=public_jobs_topcard-title,"North Karelia, Finland",1 week ago,Candela Agulló,https://es.linkedin.com/in/candela-agullo/en,23-05-24,,"Translation and Localization, IT Services and IT Consulting, and Software Development",Part-Time Work From Home as Photo Collector Anywhere in Europe,"Art/Creative, Design, and Other",unknown
Be among the first 25 applicants,7575309,HappySignals Ltd,https://fi.linkedin.com/company/happysignals?trk=public_jobs_topcard-org-name,Full-time,"Are you passionate about product marketing and eager to make a real impact? Join our dynamic team as a Product Marketer! We're seeking someone who excels in crafting compelling product messaging and content that resonates with enterprise IT departments. You'll have the opportunity to drive product marketing for a product used by companies like PepsiCo, Campari Group, Siemens Healthineers, and many more! If you have a robust background in enterprise saas product marketing, a creative mindset, and a desire to bring a little more happiness to the enterprise IT world, we'd love to hear from you.

Key Responsibilities


 * Develop product positioning and messaging that resonates with potential customers of our product.
 * Create product marketing content and sales collateral (e.g. one-pagers, guides) that effectively communicate product benefits and features to drive customer acquisition and retention.
 * Develop, manage, and update product information on the company website, ensuring that content is accurate, SEO-optimized, and aligned with our brand voice.
 * Create engaging product videos that demonstrate product features, benefits to support marketing and sales initiatives.
 * Plan and execute launches of new product offerings to drive product adoption and awareness.
 * Collaborate closely with the product management, marketing, and sales teams to ensure that all marketing materials are aligned with current product specifications and strategic objectives.
 * Analyze the performance of marketing content and optimize based on insights from data analytics and market feedback.
 * Stay abreast of the latest trends in SaaS product marketing to continuously refine our approach.
   
   

What We’re Looking For


 * Bachelor’s degree in Marketing, Business, Communications, or relevant field; Master’s degree preferred.
 * At least 3 years of experience in product marketing, ideally in a B2B Enterprise SaaS environment. Previous experience in ITSM, DEX or Employee Experience Management for IT departments is a plus.
 * Proven track record in creating impactful product marketing materials and digital content.
 * Strong understanding of SEO principles, content management systems, and digital marketing tools.
 * Excellent written and verbal communication skills in English.
 * Strong organization skills with a “get things done” attitude.
 * Ability to thrive in a fast-paced, dynamic environment.
   
   

Why join us


 * Collaborative Environment: Work closely with cross-functional teams where your input is valued and your ideas can shape our product's future
 * Growth: opportunities for professional development and career growth.
 * Culture: work in a collaborative, supportive environment that values innovation and creativity.
 * Flexibility: enjoy a role that offers occasional travel and a chance to work with diverse teams.
   
   

What we offer

Benefits

HappySignals is a company where culture matters. We offer training, coaching, and great opportunities for you to grow and develop your skills and experience with an innovative IT product. We value and encourage work-life balance. With us you get a competitive package of benefits including for example:


 * Generous holidays: enjoy ample time off to relax and recharge
 * Flexible working hours: customize your schedule to fit your lifestyle
 * Comprehensive healthcare: benefit from extensive occupational healthcare and insurance including dental coverage
 * Mental wellbeing support: access resources and support to keep you feeling your best
   
   

The heart and happiness of our company is our people! We have a supportive team that encourages and respects each other and enjoys the occasional social get-togethers both in person and online. For our employees, we want HappySignals to be the greatest place to work. Learn more from www.happysignals.com/careers. We are still a start-up company - we try, we fail, and succeed together. It is important that you embrace a transparent way of working and are used to sharing your work and asking if you need help. For our growth journey to be a success, we need willing and determined people to commit and put their heart and skills into the growth story of HappySignals.

Ready to make a difference?

If you’re excited about product marketing in a global setting and working with a team that values creativity, strategic thinking, and collaboration, apply now to join our team at HappySignals. We are ready to start interviewing already in June. If you have any questions regarding the role please contact Memmu Mazengo +358505954702 on Tue 3.6 11-14.30 , Thu 6.6 at 14-16.30 or Wed 10.7 at 10-14.30.

This is a full-time role based in Helsinki Finland (Hybrid) or in the UK (Remote). Please note that you need to have an existing work permit to work in Finland or in the UK.

About HappySignals Established in 2014, HappySignals is based in Helsinki, Finland, and also has operations in the UK and US. Currently, we are a Happy team of about 30+ people with 10 different nationalities. We work together on a mission towards more smiles, less time wasted. For more information, visit www.happysignals.com. HappySignals is an equal opportunity employer. We celebrate diversity in our workplace, and all qualified applicants will be considered without regard to age, sex, sexual orientation, nationality, language, religion, beliefs, health, disability, or any other circumstance connected to the person.",Entry level,https://fi.linkedin.com/jobs/view/product-marketer-at-happysignals-ltd-3934825567?trk=public_jobs_topcard-title,"Helsinki, Uusimaa, Finland",1 day ago,,,30-05-24,,IT Services and IT Consulting,Product Marketer,Marketing and Sales,unknown
110 applicants,101401917,KeyStaff Oy,https://fi.linkedin.com/company/keystaff-oy?trk=public_jobs_topcard-org-name,Full-time,"We are looking for several chefs in Uusimaa area. There are full-time and part time positions, as well as permanent and temporary job opportunities available.

The person we are looking for has:


 * Previous experience of a la carte cooking, for example burgers, pasta, risotto, steaks, pizza etc. Previous experience and knowledge of american and european cuisine.
 * Hygiene card
 * At least satisfactory Finnish language skills or good English language skills
 * Good communication skills
 * Enthusiasm for the restaurant industry
   
   

Send your application and resume with salary expectation using the link, not later than 16.05.2024 (16th of May) . In the application, state your desired salary and possible start date. Act quickly, because we start the interviews already during the application period.",Mid-Senior level,https://fi.linkedin.com/jobs/view/chef-at-keystaff-oy-3911539271?trk=public_jobs_topcard-title,"Helsinki, Uusimaa, Finland",1 month ago,,,26-04-24,,Staffing and Recruiting,Chef,Management and Manufacturing,unknown
Be among the first 25 applicants,15255899,StaffMill Oy,https://fi.linkedin.com/company/staffmill-oy?trk=public_jobs_topcard-org-name,Full-time,"StaffMill (https://www.staffmill.fi/) etsii tarjoilijaa asiakasyrityksensä palvelukseen Haminaan. Sopivalle osaajalle tarjolla vakituinen ja kokoaikainen työ kesän ajaksi, josta mahdollista jatkaa kesän jälkeen osa-aikaisesti. Työnkuvasi koostuu niin a la carte -tarjoilusta kuin myös ajoittain catering- ja buffet tarjoilusta yksityis- ja yritystilaisuuksissa. Työtä tehdään niin arkisin kuin myös lauantaisin. Tehtävässä menestyy ajan hermolla pysyvä aurinkoisen asiakaspalveluhengen omaava ravintola-alan osaaja, jolta löytyy taustalta aiempaa kokemusta a la carte -tarjoilusta. Katsomme eritoten eduksi mikäli omaat viini- ja cocktailtuntemusta. Työn asiakaspalveluluonteen vuoksi sujuva suomen kielen osaaminen on edellytys tehtävään - muu kielitaito katsotaan myös eduksi, kerrothan siis näistä meille!

Paikka täytetään heti sopivan osaajan löytyessä - kerro siis itsestäsi meille pian :) Lisätietoja tehtävästä antaa Stäffärin Salla-Maria numerosta 044 323 7009.

Tarjoamme Sinulle


 * luotettavan työnantajan sekä helposti tavoitettavan rekrytointikonsultin, joka vastaa toimeksiannostasi
 * yhteydenpidon ja tuen – huolehdimme viihtyvyydestäsi
 * nopean puhelinkonsultaation mm. terveystapauksissa ja työhön liittyvissä kysymyksissä
 * eri toimeksiantajia asumis- tai muun tilanteesi vaihdellessa
   
   

Meistä

StaffMill Oy on henkilöstövuokrausyritys, jonka erityisosaamista ovat kohdennetut asiantuntijarekrytoinnit sekä joustavat henkilöstöpalvelut / henkilöstövuokraus. Toimimme valtakunnallisesti: toimipisteemme sijaitsevat Helsingissä, Kuopiossa, Jyväskylässä, Varkaudessa ja Joensuussa. Henkilöasiakkaillemme olemme luotettava työnantaja, joka hoitaa rekrytoinnit ja henkilöstövuokrauksen vastuullisesti. Olemme henkilöstöalan HELA ry:n rekisteröity jäsenyritys ja työsuhteissamme noudatetaan aina alan tyypillisiä toimintamalleja sekä työehtosopimuksia.",Entry level,https://fi.linkedin.com/jobs/view/tarjoilija-hamina-at-staffmill-oy-3932683953?trk=public_jobs_topcard-title,"Hamina, Kymenlaakso, Finland",1 week ago,,,25-05-24,,Human Resources Services,Tarjoilija (Hamina),Management and Manufacturing,unknown
49 applicants,10596,Mercury Marine,https://www.linkedin.com/company/mercury-marine?trk=public_jobs_topcard-org-name,Full-time,"Are you ready for what’s next?

Come explore opportunities within Brunswick, a global marine leader committed to challenging conventions and innovating next-generation technologies that transform experiences on the water and beyond. Brunswick believes “Next Never Rests™,” and we offer a variety of exciting careers and growth opportunities within united teams defining the future of marine recreation.

The Area Sales Manager is responsible for the achievement of the commercial targets in the assigned territory by proper management of the dealer network and by maximizing the sales and profits for the Mercury Marine brands in the assigned territory in line with agreed forecasts and budgets. This role is about strengthening the market channels for the respective products as well as providing support to reseller partners throughout the sales process in all sales-related activities, such as marketing, advertising, sales promotions and training to achieve revenue targets.

Tasks And Responsibilities

Actively manage dealer relationships in order to drive increased brand loyalty and sales.


 * Manage a dealer network by helping to identify and drive improvements in retail performance through improvements in merchandising, local marketing and CRM.
 * Monitor market retail activity and market wholesale activity within the assigned area
 * Manage the dealer wholesale commitment process to maximize wholesales into the dealer, whilst properly taking into account the dealer’s inventory. Build strong partnership with the dealer by creating business and marketing plans to drive the growth and follow it up through.
 * Identifying the resolving issues with the dealer that are affecting retail performance, profitability or customer satisfaction and where appropriate, drive corrective actions with the support of the other Brunswick teams (Sales Admin, After Sales, Marketing etc..)
 * Responsible for Marine Trade Area analysis within the scope: identifying where the regional strengths and weaknesses are and formulating plans to strengthen the dealer network.
 * Implement dealer network changes by evaluating prospective new dealers, from a retail, service, financial viewpoint to determine whether the dealer has the strengths required to operate effectively for the brand(s)
 * Actively promote the brands to new and prospective dealers, to motivate and drive dealer interest and desire for the brands.
 * Local product management responsibility for outboard product categories including receiving, compiling and sharing product information, planning and communicating campaigns, compiling outboard forecast and providing input for budget process, maintaining price comparison information and providing local market input for the pricing specialist.
 * Maintain knowledge of the overall marine market including market forces, consumer trends, product trends, growth trends, and regional national/differences with goal of identifying revenue growth opportunities. Maintain knowledge of existing product portfolio performance and trends including wholesale sales, retail sales, pipeline.
 * Support marketing in terms of local language proofreading, boat shows organization and press test
 * To operate in line with company policies and procedures, especially relating to quality management system, the company ethics program and the company’s health, safety and environmental policies
 * The responsibilities above are not an exhaustive list of job requirements, and the role holder will be required to perform tasks that are commensurate with the role and may be deemed reasonable by the Company.
   
   

Requirements


 * Sufficient field sales experience in a B to B environment.
 * Sufficient technical or commercial education.
 * Technical background and experience is an advantage.
 * Languages: Finnish and English both written and spoken. Basic Swedish a plus.
 * Positive attitude and open to new ideas.
 * Customer orientation.
 * Good interpersonal and communication skills – both verbal and written.
 * Displays initiative and ability to work independently.
 * Stress resistant.
 * Available for frequent travel in Finland and The Baltic States.
 * Computer skills * Microsoft Office * ERP structures.
 * Driver’s license .
   
   

Next is Now!

We value growth and development, recognizing that people come with a wealth of experience and talent beyond just the technical requirements of a job. If your experience is close to what you see listed here, please still consider applying. Diversity of experience and skills combined with passion is a key to innovation and inspiration. Therefore, we encourage people from all backgrounds to apply to our positions. Please let us know if you require accommodations during the interview process.

Brunswick is committed to providing a workplace that offers equal employment opportunities based solely on merit. Therefore, discrimination based on race, color, religion, sex, national origin, disability, veteran status or any other protected status under applicable local, state or federal law is not tolerated.

Brunswick and Workday Privacy Policies

Brunswick does not accept applications, inquiries or solicitations from unapproved staffing agencies or vendors.

#Brunswick Corporation - Mercury Marine",Mid-Senior level,https://fi.linkedin.com/jobs/view/area-sales-manager-finland-at-mercury-marine-3911062875?trk=public_jobs_topcard-title,"Helsinki, Uusimaa, Finland",1 month ago,,,01-05-24,,Manufacturing,Area Sales Manager Finland,Sales and Business Development,unknown
Be among the first 25 applicants,29019213,EWOR,https://de.linkedin.com/company/ewor?trk=public_jobs_topcard-org-name,Contract,"With unicorn founders like Paul Müller as part of the founders and team, we help outstanding talents and serial entrepreneurs build and scale their ventures.

Our three founders - Daniel, Alex, and Florian - are accomplished serial entrepreneurs with a wealth of experience. EWOR's leadership team has built and exited 7 companies before, including a €1.2BN exit (Adjust), a €500 million exit (ProGlove), establishing the largest global entrepreneurship society for those under 26 (Sigma), and making more than 150 private angel investments.

We invest up to €150,000 to empower multiple founders, enabling them to draw a salary and prepare for substantial funding rounds during or after our Fellowship programme. This investment is designed to support the initial stages of startup development, fostering growth and innovation.

Highlighting our programme’s success, one of our fellows set a record for Europe’s largest pre-seed round by a first-time founder, securing a €12M pre-seed investment.

For those who prefer a more traditional employment structure, we are open to directly employing you via a wage alternatively.

Tasks


 * You will build, and run your own start-up in fields such as AI.
 * You will go through 20 courses ranging from team building to no-code prototyping, as well as preparing venture capital rounds.
 * You will embark on an extensive personal development journey crafted by unicorn founders and follow a rigorous programme enhancing your goal, time, and energy management.
   
   
   

Requirements

You Want to Build A Start-Up

You will be the founder of a business. To succeed, you should show an entrepreneurial drive to build your business and fulfil your role as founder.

You can join us with or without an idea

We are looking for amazing entrepreneurs, not just their ideas. As part of this opportunity, you will develop the concept for your future start-up, if you do not have a clear idea yet.

You Want to Learn From Outstanding Founders

By joining EWOR, you will become part of a supportive community of exceptional peers. You will have the chance to work with unicorn founders, esteemed investors, industry experts, and global CEOs.

Commitment to a Formal Agreement with EWOR

As part of this unique opportunity, you will enter into a formal agreement with EWOR. This contract will outline our mutual commitments and expectations, such as time commitment and payment. The full contract can be found on our web page.

Benefits


 * We take you on a 6-month journey that is designed for highly driven individuals who aspire to become successful founders.
 * We provide venture capital (up to €150,000) to enable you to draw a salary and prepare for a substantial funding round. For those who prefer a more traditional employment structure, we are open to directly employing you via a wage alternatively.
 * We provide a network to more than 20 unicorn founders, and high-quality entrepreneurship education designed by serial entrepreneurs.
 * This is a remote opportunity, no relocation required.
   
   
   

For anyone eager to rapidly build a successful company, we're the perfect place to start.",Executive,https://fi.linkedin.com/jobs/view/ai-start-up-founder-at-your-own-start-up-100-%25-remote-m-f-d-at-ewor-3933477594?trk=public_jobs_topcard-title,Finland,2 days ago,,,29-05-24,,Administrative and Support Services,AI Start-up Founder at your own start-up (100 % remote) (m/f/d),Other,unknown
65 applicants,11820,Scandic Hotels,https://se.linkedin.com/company/scandic-hotels?trk=public_jobs_topcard-org-name,Internship,"MEILLÄ ON PAIKKA SINULLE TYÖHARJOITTELIJA!

Opiskeletko MaRa-alalla ja etsit työharjoittelupaikkaa?

Meillä Scandicilla on jatkuvasti töissä harjoittelijoita, ja moni entinen harjoittelijamme onkin nykyinen työntekijämme!

Mitä Tarjoamme

Harjoitteluaika on palkatonta, mutta tarjoamme aitiopaikan majoitus- ja ravitsemisalan työhön. Opit osana tiimejämme ja pääset tutustumaan monipuolisesti osastosi työtehtäviin. Tutustut järjestelmiimme ja opit Scandicin palvelukulttuurin aakkoset. Lisäksi tarjoamme harjoittelijoillemme joko aamiaisen tai työpaikkaruokailun.

Mitä Odotamme Sinulta

Halu oppia ja hyvä asenne ovat eväät, joilla pärjäät harjoittelussasi. Emme odota opiskelijoiden olevan kaiken osaavia tehopakkauksia tullessaan, mutta harjoittelun päättyessä asia on luultavasti näin.

Meillä On Työharjoittelupaikkoja Avoinna Seuraavilla Osastoilla


 * Vastaanotto
   
   

Kiinnostuitko? Mahtavaa! Täytä hakemus alla olevasta linkistä.

Tervetuloa meille työharjoitteluun!

,

WE HAVE A POSITION FOR AN INTERN

Are you studying in the MaRa (Hotel, Restaurant, and Catering) field and are searching for an internship?

Here at Scandic, we continuously offer internship opportunities, and many of our former interns have become our current employees!

What We Offer

The internship is unpaid, but we provide a great opportunity to experience work in the accommodation and food service industry. You will learn and work as part of our teams, gaining exposure to various tasks within your department. You will get familiar with our systems and learn the ABCs of Scandic's service culture. Additionally, we offer either breakfast or staff meals to our interns.

What We Expect From You

A desire to learn and a positive attitude are the ingredients for success during your internship. We don't expect students to be all-knowing powerhouses from the start, but by the end of the internship, you will likely become one!

We currently have internship positions available in the following departments:


 * Reception
   
   

Interested? Fantastic! Please fill out the application form through the link provided below.

Welcome to join us for an internship at Scandic!",Entry level,https://fi.linkedin.com/jobs/view/ty%C3%B6harjoittelijoita-scandic-park-helsinkiin-at-scandic-hotels-3724759966?trk=public_jobs_topcard-title,"Helsinki, Uusimaa, Finland",8 months ago,,,20-09-23,,Hospitality,Työharjoittelijoita Scandic Park Helsinkiin,Other,unknown
70 applicants,26268273,Enertek Group,https://uk.linkedin.com/company/enertek-group?trk=public_jobs_topcard-org-name,Full-time,"Head Of ERP/SAP Manager

Full-Time (permanent)

Nordics




We are seeking an experienced and dynamic SAP Manager to lead and oversee a greenfield SAP implementation project in Finland. The ideal candidate will possess a deep understanding of SAP systems and extensive project management experience, particularly in greenfield implementations. This role offers a unique opportunity to shape the SAP landscape from the ground up and drive significant business transformation.




Key Responsibilities:




Project Leadership: Lead the end-to-end SAP implementation project, ensuring all phases are completed on time, within scope, and within budget.




Strategic Planning: Develop and execute a comprehensive project plan, including timelines, resource allocation, risk management, and stakeholder communication.




Team Management: Build and manage a cross-functional project team, providing guidance, support, and direction to ensure successful project delivery.




Stakeholder Engagement: Collaborate with key business stakeholders to understand requirements, set expectations, and ensure alignment of the SAP solution with business objectives.




Vendor Management: Coordinate with external vendors and consultants to ensure their contributions are aligned with project goals and timelines.




If this does sound of interest then please apply and one of them team will be in contact with you shortly.",Executive,https://www.linkedin.com/jobs/view/head-of-erp-sap-at-enertek-group-3937384985?trk=public_jobs_topcard-title,Nordics,3 days ago,,,29-05-24,,Staffing and Recruiting,Head of ERP (SAP),Information Technology,unknown
