applicationsCount,companyId,companyName,companyUrl,contractType,description,experienceLevel,jobUrl,location,postedTime,posterFullName,posterProfileUrl,publishedAt,salary,sector,title,workType,workArrangement
Be among the first 25 applicants,1076776,Biisoni,https://fi.linkedin.com/company/biisoni?trk=public_jobs_topcard-org-name,Full-time,"Hitachi Energy is a global technology leader that is advancing a sustainable energy future for all. We serve customers in the power generation, transmission and distribution, industry, transportation and infrastructure sectors with innovative solutions and services across the value chain. Together with customers and partners, we pioneer technologies and enable the digital transformation required to accelerate the energy transition towards a carbon-neutral future. We are advancing the world’s energy system to become more sustainable, flexible and secure whilst balancing social, environmental and economic value. Hitachi Energy has a proven track record and unparalleled installed base in more than 140 countries.

Headquartered in Switzerland, we employ around 40,000 people in 90 countries and generate business volumes of approximately $10 billion USD.

Could you be the Commissioning Engineer we are looking for?

We are looking for a Commissioning Engineer to join Hitachi Energy’s Grid Automation Business Unit in Vaasa, Tampere, or Helsinki.

As our new Commissioning Engineer, you will execute the site activities in coordination with the project team. Your responsibilities will include executing Battery Storage (BESS) and Microgrid projects, covering all site activities such as installation, pre-commissioning and power-on, and commissioning. You will follow HSE rules as per Country and Company norms, ensuring a safe working environment. Proactively implementing improvements in the commissioning process will be an important part of your role. You will uphold the values of safety and integrity, and be an integral part of the team, acting as a team player.

In this position you will get to travel worldwide. Our projects are mainly based in Europe, and you would be traveling about 80 percent of the time.

What are we looking for?

We are seeking candidates with proven experience in power systems commissioning, including BESS projects and solar plants. You should have at least 3 years of experience in commissioning electrical LV-MV panels, inverters, batteries, and switchgears. Experience with PLC automation commissioning is considered a plus. Fluency in both spoken and written English is required as well as Schengen citizenship or valid Visa to work in Schengen countries.

You will fit into our team if you have a proactive approach to work, are willing to take on new challenges, and enjoy working with people. In this role, no day is the same, so we hope you enjoy learning new things and problem-solving.

Why us?

We offer you an exciting career opportunity in a large international company with a vision. At Hitachi Energy, we provide more than just a job; we offer a fulfilling work experience enriched with a range of employee benefits. Our comprehensive package includes a company bike program, occupational health services and Edenred benefits. We recognize and reward your dedication and contributions through our performance-based bonus system.

Have we got your interest?

If you are interested, we want to hear from you as soon as possible! Please submit your application via the link by 16.6.2024. We will be looking to start the interviews already during the application period. This is a permanent position, where you will be employed by Hitachi Energy.

The recruitment process is carried out in cooperation with Biisoni. For more information on the position, please contact Sanna Uurinmäki, Recruitment Consultant, e-mail: sanna.uurinmaki@biisoni.fi.


#B&TWT",Not Applicable,https://fi.linkedin.com/jobs/view/commissioning-engineer-hitachi-energy-at-biisoni-3937204303?trk=public_jobs_topcard-title,"Vaasa, Ostrobothnia, Finland",3 days ago,,,29-05-24,,Staffing and Recruiting,"Commissioning Engineer, Hitachi Energy",Engineering and Information Technology,on-site
Be among the first 25 applicants,923591,SOL ☀,https://fi.linkedin.com/company/solkonserni?trk=public_jobs_topcard-org-name,Full-time,"Etsimme Vaasaan asiakkaallemme vakituiseen työsuhteeseen

TIIMINVETÄJÄÄ

Verkkokauppojen kotiinkuljetuspalveluun.

Työ on itenäistä ja tehtäviisi kuuluvat mm. tiimisi työvuorosuunnittelut, yhteydenpito yhteistyökumppaniin ja yleisesti Vaasan Mustasaaressa sijaitsevan toimipisteen toiminnasta huolehtiminen. Tämän lisäksi osallistut myös itse pakettiautolla tehtäviin kuljetuksiin.

Odotukset


 * Sinulta tulee löytyä vähintään B-ajokortti
 * Sujuvaa suomenkielentaitoa (englanninkielentaito eduksi)
 * Organisointitaitoja
 * Asiakaspalveluhenkisyyttä
   
   

Tämän lisäksi myös reipasta asennetta ja hyvää fyysistä kuntoa. Kykenet lisäksi omatoimisesti kehittämään työtäsi ja johtamaan tiimisi toimintaa.

Työaika

Työaika sijoittuu ma-pe noin klo 9.00-18.00 välille oman suunnitelmasi mukaan. Aloitus sopimuksen mukaan.

Palkkaus koostuu sekä esihenkilötyöskentelystä ja kuljetustehtävistä.

Työehtosopimuksena noudatetaan jakajia koskevaa työehtosopimusta.

Hakemaan

Laita siis rohkeasti hakemusta tulemaan Hae tähän työpaikkaan -painikkeen kautta. Haastattelemme hakijoita jo hakuaikana ja päätökset tehdään heti sopivan henkilön löydyttyä.

Lisätietoja Voit Kysyä Jannelta

040 657 4986

janne.lehtinen@sol.fi",Mid-Senior level,https://fi.linkedin.com/jobs/view/tiiminvet%C3%A4j%C3%A4-verkkokauppojen-kotiinkuljetuspalveluun-vaasaan-at-sol-%E2%98%80-3931470429?trk=public_jobs_topcard-title,"Vaasa, Ostrobothnia, Finland",1 week ago,,,22-05-24,,Facilities Services,Tiiminvetäjä verkkokauppojen kotiinkuljetuspalveluun Vaasaan,Information Technology,on-site
Be among the first 25 applicants,1076776,Biisoni,https://fi.linkedin.com/company/biisoni?trk=public_jobs_topcard-org-name,Full-time,"Hitachi Energy is a global technology leader that is advancing a sustainable energy future for all. We serve customers in the power generation, transmission and distribution, industry, transportation and infrastructure sectors with innovative solutions and services across the value chain. Together with customers and partners, we pioneer technologies and enable the digital transformation required to accelerate the energy transition towards a carbon-neutral future. We are advancing the world’s energy system to become more sustainable, flexible and secure whilst balancing social, environmental and economic value. Hitachi Energy has a proven track record and unparalleled installed base in more than 140 countries.

Headquartered in Switzerland, we employ around 40,000 people in 90 countries and generate business volumes of approximately $10 billion USD.

Could you be the Commissioning Engineer we are looking for?

We are looking for a Commissioning Engineer to join Hitachi Energy’s Grid Automation Business Unit in Vaasa, Tampere, or Helsinki.

As our new Commissioning Engineer, you will execute the site activities in coordination with the project team. Your responsibilities will include executing Battery Storage (BESS) and Microgrid projects, covering all site activities such as installation, pre-commissioning and power-on, and commissioning. You will follow HSE rules as per Country and Company norms, ensuring a safe working environment. Proactively implementing improvements in the commissioning process will be an important part of your role. You will uphold the values of safety and integrity, and be an integral part of the team, acting as a team player.

In this position you will get to travel worldwide. Our projects are mainly based in Europe, and you would be traveling about 80 percent of the time.

What are we looking for?

We are seeking candidates with proven experience in power systems commissioning, including BESS projects and solar plants. You should have at least 3 years of experience in commissioning electrical LV-MV panels, inverters, batteries, and switchgears. Experience with PLC automation commissioning is considered a plus. Fluency in both spoken and written English is required as well as Schengen citizenship or valid Visa to work in Schengen countries.

You will fit into our team if you have a proactive approach to work, are willing to take on new challenges, and enjoy working with people. In this role, no day is the same, so we hope you enjoy learning new things and problem-solving.

Why us?

We offer you an exciting career opportunity in a large international company with a vision. At Hitachi Energy, we provide more than just a job; we offer a fulfilling work experience enriched with a range of employee benefits. Our comprehensive package includes a company bike program, occupational health services and Edenred benefits. We recognize and reward your dedication and contributions through our performance-based bonus system.

Have we got your interest?

If you are interested, we want to hear from you as soon as possible! Please submit your application via the link by 16.6.2024. We will be looking to start the interviews already during the application period. This is a permanent position, where you will be employed by Hitachi Energy.

The recruitment process is carried out in cooperation with Biisoni. For more information on the position, please contact Sanna Uurinmäki, Recruitment Consultant, e-mail: sanna.uurinmaki@biisoni.fi.

#B&TWT",Entry level,https://fi.linkedin.com/jobs/view/commissioning-engineer-hitachi-energy-at-biisoni-3937677405?trk=public_jobs_topcard-title,Finland,2 days ago,,,29-05-24,,Staffing and Recruiting,"Commissioning Engineer, Hitachi Energy",Engineering and Information Technology,on-site
Be among the first 25 applicants,15255899,StaffMill Oy,https://fi.linkedin.com/company/staffmill-oy?trk=public_jobs_topcard-org-name,Full-time,"StaffMill (www.staffmill.fi) henkilöstöpalvelualan yritys etsii eri alojen osaajia ympäri Suomea.

Etsimme mielellämme juuri sinulle sopivan työmahdollisuuden! Osa työmahdollisuuksistamme / paikoistamme on myös ainoastaan hiljaisessa haussa. Jättämällä meille tämän avoimen hakemuksen osaamme olla sinuun yhteydessä.

Meistä

StaffMill Oy (staffmill.com) on henkilöstöpalvelualan yritys, jonka erityisosaamista ovat joustavat henkilöstöpalvelut / henkilöstövuokraus. Toimimme valtakunnallisesti: toimipisteemme sijaitsevat Helsingissä, Kuopiossa, Jyväskylässä, Varkaudessa ja Joensuussa.

Rekrytoinnit ja henkilöstövuokraukset toteutetaan aina vastuullisesti. Olemme henkilöstöalan HELA ry:n rekisteröity jäsenyritys ja työsuhteissamme noudatetaan aina alan tyypillisiä toimintamalleja sekä työehtosopimuksia.

Tutustu yritykseen tarkemmin mm.


 * kotisivu / website
 * Instagram
 * YouTube
 * Vimeo
 * Flickr
 * LinkedIn
 * Twitter
   
   

BRIEFLY IN ENGLISH

StaffMill is a Finnish based recruitment company. We are more than happy to see if we can find a suitable job for you! Only some of our openings are listed as vacant positions. If there are no vacant positions at the moment that match your profile - send us this open application and we'll be sure to keep you in mind when suitable positions come up.",Mid-Senior level,https://fi.linkedin.com/jobs/view/avoin-hakemus-open-application-at-staffmill-oy-3932689412?trk=public_jobs_topcard-title,Finland,1 month ago,,,30-04-24,,Human Resources Services,Avoin hakemus / Open application,Information Technology,on-site
Be among the first 25 applicants,78413597,Emploi Public,https://fr.linkedin.com/company/emploipublic?trk=public_jobs_topcard-org-name,Full-time,"ICI, NOUS AVONS L’AUDACE DE RÉUSSIR ENSEMBLE

La Ville de Gennevilliers, commune de 48 000 habitant·es, porte l’ambition d’inventer un nouvel art de vivre populaire pour et avec les habitant·es. Transition écologique, éducation, émancipation, solidarité nous animent.

Premier port fluvial de France et forte de ses 41 000 emplois, la ville de Gennevilliers est parmi les plus dynamiques des Hauts-de-Seine. Facilement accessible en transport en commun (Métro, RER, tramway), à 10 minutes de Paris.

ICI, L‘HUMAIN EST AU COEUR DE L‘ ACTION PUBLIQUE

C’est en conjuguant le talent de 2 000 femmes et hommes que nous déployons un service public de qualité.,


 * de 220 métiers
 * 100 recrutements par an
 * Rémunération statutaire + régime indemnitaire + CIA + 13ème mois.
 * 25 congés annuels, nombre de RTT en fonction du cycle de travail hebdomadaire.
 * Possibilité télétravail.
 * Restauration collective, participation financière mutuelle et prévoyance.
 * Comité des œuvres sociales, chèques vacances.
 * Postes ouverts aux personnes en situation de handicap.
   
   

Gestionnaire budgétaire et financier

Cat B/C. : Cadre d’emplois des rédacteurs territoriaux et adjoints administratifs

Votre contribution au sein de notre collectivité

Le·la gestionnaire specialisé·e assure la gestion et le suivi des recouvrements de recettes fiscales.

Il·elle Effectue Les Missions Suivantes


 * Pilote l’activité administrative des régies et accompagne les régisseurs de la collectivité dans la réalisation de leur mission
 * Effectuer le recouvrement :
   
   

Gestion, recouvrement et contrôle de la taxe de séjour, émission de titres, de mandats et vérification des encaissements, relation aux services et partenaires extérieurs


 * Appui à la réalisation de la gestion administrative de l’activité financière et fiscale :
   
   

Recueil d’informations, extraction et étude des données, synthèse


 * Participer au suivi budgétaire de la collectivité en lien avec le responsable du service :
   
   

Extraction des données, analyse des données, suivi des garanties d’emprunt, réception et traitement des données

,

Nous sommes faits pour collaborer

Vous avez une bonne connaissance des collectivités territoriales et vous disposez des fondamentaux en finances publiques.

Vous êtes autonome et vos qualités relationnelles n’échappent à personne.

L’outil informatique et idéalement les logiciels ASTRE et B.O sont vos alliés. Vous aimez travailler en équipe alors venez contribuer par votre bonne humeur et vos idées à l’épanouissement de notre collectivité !

,

Envoyer CV et lettre de motivation

Monsieur le Maire

Mairie, 177 avenue Gabriel Péri

92237 GENNEVILLIERS CEDEX

Candidatez en transmettant votre CV via le bouton POSTULER",Mid-Senior level,https://fi.linkedin.com/jobs/view/gestionnaire-budgetaire-et-financier-h-f-at-emploi-public-3900964302?trk=public_jobs_topcard-title,"Raahe, North Ostrobothnia, Finland",1 month ago,,,17-04-24,,Staffing and Recruiting,Gestionnaire budgetaire et financier H/F,Finance and Sales,on-site
Be among the first 25 applicants,14655911,MatchaTalent,https://id.linkedin.com/company/matchatalent?trk=public_jobs_topcard-org-name,Full-time,"This role required candidate to permanently relocate at Dhahran, Saudi Arabia.

About the Company



This company engages in the exploration, production, transportation, and sale of crude oil and natural gas. It operates through the following segments: Upstream, Downstream, and Corporate. The Upstream segment includes crude oil, natural gas and natural gas liquids exploration, field development, and production. The Downstream segment focuses on refining, logistics, power generation, and the marketing of crude oil, petroleum and petrochemical products, and related services to international and domestic customers. The Corporate segment offers supporting services including human resources, finance, and information technology. The company was founded on May 29, 1933 and is headquartered in Dhahran, Saudi Arabia.

Job Summary

We are seeking a seasoned ""Business System Analyst"" to serve in the role of ""Financial Data Scientist"" to join the Digital Solutions & Data Management Division of the Digital Finance Department. Digital Finance Department (DFD) is responsible for the coordination, development, and management of information systems used in financial accounting, treasury, financial planning & forecasting, performance management, and the entire suite of digital solutions for the Finance Business line. Digital Implementation Division is responsible for providing program management services for implementation, rollout, and support of finance system solutions through digital technologies including advanced analytics, Robotic Process Automation (RPA), and Advanced Analytics technologies including Artificial Intelligence solutions and SAP solutions using Business Warehouse (BW) and Analytics Cloud (SAC). The department personnel are multidisciplinary professionals with a key focus on Financial Applications functional experience and IT technical background.

The Business System Analyst's primary role is to champion the identification, evaluation, design, coordinate implementation, and facilitate rollout of Artificial Intelligence-centric solutions in the Finance organization. The analyst will also lead implementation initiatives where required in addition to managing post-implementation support.

Responsibilities:

 * Design, develop, and implement AI-powered solutions to automate tasks, improve processes, and support data-driven decisions across Financial Accounting, Treasury, Performance Management, and Investor Relations.
 * Collaborate closely with business stakeholders to understand their needs, translate them into technical requirements, and deliver impactful solutions. Assess Finance AI use cases, evaluate options, and support implementation.
 * Develop and manage machine learning models for financial forecasting, fraud detection, risk assessment, and more.
 * Clean, transform, and analyze large datasets from diverse sources to ensure data quality and suitability for modeling.
 * Stay updated on AI and machine learning advancements, identifying potential applications for finance and proposing relevant pilot projects.
 * Effectively communicate technical concepts and findings to both technical and non-technical audiences.
 * Contribute to cross-functional initiatives integrating AI and data science into broader business transformation efforts.
 * Facilitate workshops with users and consultants to document processes and drive transformation.
 * Lead the delivery of key digital initiatives, participating in solution development through projects and programs in collaboration with business and technology teams.
 * Maintain, support, and optimize digital solutions.
   
   

Requirements:

 * This role required candidate to permanently relocate at Dhahran, Saudi Arabia.
 * Hold a Bachelor's degree in Engineering, Computer Science, Mathematics, Statistics, or IT from a recognized program; advanced degree or professional certifications like MBA, CMA, CFA, CPA preferred but not required.
 * Possess 6-8 years of experience in Data Science, Artificial Intelligence, and advanced analytics implementation in financial systems.
 * Expertise in Python programming and libraries such as NumPy, pandas, scikit-learn, TensorFlow, or PyTorch is required.
 * Proficiency in UI programming, particularly with React, is required.
 * Desirable skills include leveraging Google Cloud or Azure Cloud for advanced analytics.
 * Demonstrate a thorough understanding of implementing AI systems in Finance, including benefits articulation, technical evaluation, critical success factors, and project risks.
 * Have project experience implementing AI solutions, including analyzing business requirements, evaluating technical options, and supporting execution processes.
 * Preferred ability to engage in hands-on technical solution management.",Entry level,https://fi.linkedin.com/jobs/view/global-oil-gas-finance-data-scientist-at-matchatalent-3937153524?trk=public_jobs_topcard-title,"Helsinki, Uusimaa, Finland",3 days ago,,,29-05-24,,Staffing and Recruiting,(Global Oil Gas) Finance Data Scientist,Engineering and Information Technology,on-site
Be among the first 25 applicants,1826914,HelppoKatsastus,https://fi.linkedin.com/company/helppokatsastus?trk=public_jobs_topcard-org-name,Full-time,"HelppoKatsastus hakee Porin tiimiin katsastajaa määräaikaiseen työsuhteeseen ajalle 1.6.2024-31.8.2024.

Tarjoamme kilpailukykyisen palkan ja edut, mutta ennekaikkea työpaikan matalassa organisaastiossa, jossa asenne ja teot ratkaisevat.

Tehtävä edellyttää kevyenkaluston määräaikaiskatsastusoikeuksia ja erikoiskatsastusoikeudet katsomme eduksi.",Not Applicable,https://fi.linkedin.com/jobs/view/m%C3%A4%C3%A4r%C3%A4aikainen-katsastaja-poriin-kes%C3%A4ty%C3%B6-at-helppokatsastus-3847952588?trk=public_jobs_topcard-title,"Pori, Satakunta, Finland",2 months ago,,,06-03-24,,Motor Vehicle Manufacturing,Määräaikainen Katsastaja Poriin(kesätyö),Other,on-site
Be among the first 25 applicants,15255899,StaffMill Oy,https://fi.linkedin.com/company/staffmill-oy?trk=public_jobs_topcard-org-name,Full-time,"Kesä lähestyy! Me StaffMillillä (https://www.staffmill.fi/henkilostovuokraus/) etsimme kesäsesongin ajaksi rakennusapulaista asiakasyrityksen palvelukseen Lappeenrantaan. Työ on sopivalle osaajalle kokoaikainen kesäsesongin ajan (voit itse vaikuttaa kesätyön pituuteen). Tehtäviisi kuuluu osaamistasosi mukaisesti rakennusapulaisen työt (muun muassa suojausten laittaminen, tavaroiden kanto, rakennusammattilaisten avustaminen ja työmaan yleisestä siisteydestä huolehtiminen). Toivomme osaajalta reipasta ja motivoitunutta työotetta, huolellisuutta, kykyä työskennellä sekä ryhmässä että itsenäisesti. Työn fyysisen luonteen mukaisesti myös tärkeänä osana kohtuullinen kunto. Eduksi on aikaisempi kokemus rakennustyömaalla toimimisesta, ajokortti kohteiden sijainnista riippuen sekä työturvakortti, jonka päivittämisessä tai suorittamisessa voimme tarvittaessa olla avuksi.

Haastattelemme jo hakuaikana ja paikka täytetään heti sopivan osaajan löydyttyä vaikka aikataulu työn suhteen tarkentuu vielä kevään aikana. Kerro siis itsestäsi meille pian :)

Tarjoamme sinulle


 * luotettavan työnantajan sekä helposti tavoitettavan rekrytointikonsultin, joka vastaa toimeksiannostasi
 * yhteydenpidon ja tuen - huolehdimme viihtyvyydestäsi
 * nopean puhelinkonsultaation mm. terveystapauksissa ja työhön liittyvissä kysymyksissä
 * eri toimeksiantajia asumis- tai muun tilanteesi vaihdellessa
   
   

Meistä

StaffMill Oy on henkilöstövuokrausyritys, jonka erityisosaamista ovat kohdennetut asiantuntijarekrytoinnit sekä joustavat henkilöstöpalvelut / henkilöstövuokraus. Toimimme valtakunnallisesti: toimipisteemme sijaitsevat Helsingissä, Kuopiossa, Jyväskylässä, Varkaudessa ja Joensuussa. Henkilöasiakkaillemme olemme luotettava työnantaja, joka hoitaa rekrytoinnit ja henkilöstövuokrauksen vastuullisesti. Olemme HELA ry:n rekisteröity jäsenyritys ja työsuhteissamme noudatetaan aina alan tyypillisiä toimintamalleja sekä työehtosopimuksia.",Not Applicable,https://fi.linkedin.com/jobs/view/kes%C3%A4ty%C3%B6-rakennusapulainen-lappeenranta-at-staffmill-oy-3932690065?trk=public_jobs_topcard-title,"Lappeenranta, South Karelia, Finland",1 month ago,,,30-04-24,,Human Resources Services,Kesätyö: Rakennusapulainen (Lappeenranta),Other,on-site
Be among the first 25 applicants,364103,Hämeenlinnan kaupunki - The City of Hämeenlinna,https://fi.linkedin.com/company/hameenlinnan-kaupunki?trk=public_jobs_topcard-org-name,Full-time,"Haemme alallaan arvostetulle asiakkaallemme vakituiseen työsuhteeseen Kuorma-autonkuljettajaa Lindströmin Tekstiilijakeluun Hämeenlinnaan.

Työtehtäviisi kuuluu Lindströmin tuotteiden (vaihtomatot, käsipyyherullat, työvaatteet, vipperit ym.) toimittaminen asiakkaille. Asiakkaina on yrityksiä -ja taloyhtiöitä.

Ajot suuntautuvat pääasiassa Riihimäki-Hyvinkää akselille. Työtunteja tulee n. 80-85/ 2 viikon jaksoissa. Työaika sijoittuu 6.00 - 16.00 välille arkipäivisin, viikonloppuisin ei töitä.

Työssä Menestyminen Edellyttää


 * Hyvää Suomen kielen taitoa
 * Aikaisempaa kokemusta kuorma-autonkuljettajan työtehtävistä
 * Vähintään kohtuullista fyysistä kuntoa
 * Hyviä asiakaspalvelutaitoja
 * Reipasta asennetta työntekoon
   
   

Eduksi Katsomme


 * Aikaisempi kokemus jakelutyöstä
   
   

Mitä me tarjoamme?


 * Aina vähintään AKT TES:n mukaisen palkkauksen
 * Vakituisen, toistaiseksi voimassa olevan työsuhteen
 * Kattavan perehdytyksen työhön
   
   

Paikka täytetään heti sopivan hakijan löydyttyä, joten lähetäthän hakemuksesi ensitilassa sähköpostilla rekry@1works.fi. Lisätietoja saat tarvittaessa puhelimitse 040-776 4160 (Huomioithan, että emme aina ehdi vastaamaan puhelimeen. Voit tiedustella myös tekstiviestillä)",Entry level,https://fi.linkedin.com/jobs/view/kuorma-autonkuljettaja-at-h%C3%A4meenlinnan-kaupunki-the-city-of-h%C3%A4meenlinna-3927447509?trk=public_jobs_topcard-title,"Hämeenlinna, Kanta-Häme, Finland",1 week ago,,,22-05-24,,Government Administration,Kuorma-autonkuljettaja,Management and Manufacturing,on-site
Be among the first 25 applicants,1202962,STADSBADER NV,https://be.linkedin.com/company/stadsbader-nv?trk=public_jobs_topcard-org-name,Full-time,"Functieomschrijving

Als Chauffeur Bulkwagen Sta Je In Voor


 * het bevoorraden van onze depots met cement;
 * het bevoorraden van onze werven met kalk;
 * Je vertrekt vanuit onze depot in Kallo.
   
   

Jouw profiel


 * Je beschikt over een rijbewijs CE.
 * Je beschikt over een geldig bestuurderskaart en code 95.
 * Je hebt ervaring met bulktransport.
 * Je bent uiterst flexibel, stipt en werkt veilig.
   
   

Ons aanbod


 * Je komt terecht in een stabiele en aangename werksfeer binnen een dynamisch team.
 * Je krijgt de kans om mee te werken aan de verdere groei van ons bedrijf.
 * Je kan je verder ontplooien dankzij diverse opleidingen van onze Stadsbader Academy.
 * Je kan rekenen op een competitieve verloning met extra legale voordelen.",Entry level,https://fi.linkedin.com/jobs/view/bulkwagen-chauffeur-at-stadsbader-nv-3879761403?trk=public_jobs_topcard-title,"Kallo, Lapland, Finland",1 month ago,,,03-04-24,,Construction,BULKWAGEN CHAUFFEUR,Management and Manufacturing,on-site
Be among the first 25 applicants,364103,Hämeenlinnan kaupunki - The City of Hämeenlinna,https://fi.linkedin.com/company/hameenlinnan-kaupunki?trk=public_jobs_topcard-org-name,Full-time,"Kasvumme myötä etsimme Hyvinkäälle, Hämeenlinnaan tai Lahteen Automaatiosuunnittelijoita moninaisiin automaatioprojekteihin kone- ja laitesuunnittelun parissa. Meillä on tarjolla projekteja niin prosessisuunnittelun, simuloinnin kuin testausautomaationkin osaajille.

Tässä tehtävässä vastaat automaatiosovellusten toteutuksista ja ohjelmoinnista. Toimenkuvaasi kuuluvia tehtäväkokonaisuuksia voivat tällöin olla esimerkiksi sovellusarkkitehtuurin suunnittelu, määrittelyt, automaation toimintakuvaukset sekä ohjelmistosuunnittelu ja -testaukset. Näiden lisäksi osana työnkuvaasi ovat myös tuotantoautomaation simuloinnit ja digitaaliset kaksoset siinä missä erilaiset ylläpito- ja projektinhoitotehtävät. Työskennellessäsi toimitusprojekteissa vastuullasi voivat olla projektikokonaisuuden toteutus ja toimituskohteen käyttöönotto.

Asiakaskuntamme on hyvin monimuotoinen ja toimintamallit sekä -tavat projekteissamme vaihtelevat. Työskentelyäsi tukevat ja onnistumisesi varmistavat kuitenkin selkeät prosessimme sekä tiivis yhteistyö suunnitteluryhmässä. Projektiemme kestot lasketaan usein kuukausissa - toimitus- ja tuotekehitysprojektit tosin voivat olla myös pidempikestoisempia.

Tämä monimuotoinen tehtävä, talomme lukuisat edut sekä hyvin erilaiset asiakkaamme tarjoavat sinulle monenlaisia mahdollisuuksia itsesi toteuttamiselle ja kehittämiselle. Sinun on mahdollista työskennellä juuri omiin vahvuuksiisi tukeutuen ja pyrimme huomioimaan sinun toiveesi projektien ja työsi suhteen.

Minkälaisia osaajia etsimme?

Meillä Etteplanilla pääset osaksi mielenkiintoista ja kansainvälistä työympäristöä, jossa pääset vaikuttamaan omaan ammatilliseen kehitykseesi. Automaatiosuunnittelijan tehtävässä menestyäksesi sinulla tulee olla soveltuva insinöörin koulutus sekä automaatiotekniikan tuntemusta. Haluamme kuitenkin korostaa, että kokemukseltasi voit olla kokeneempi konkari tai vaihtoehtoisesti vasta urasi alkuvaiheessa - myös vastavalmistuneet huomioidaan.

Palkkasi tulee muodostumaan kokemuksesi mukaan. Ohjausjärjestelmien ohjelmointitaito (ohjelmoitavat logiikat) sekä robotiikan tuntemus ja siihen liittyvä ohjelmointitaito ovat tässä työssä keskeisiä hallita. Toivomme sinulta löytyvän myös simulointityökalujen (esim. Visual Components) tuntemusta ja käyttöliittymien ohjelmointitaitoja.

Etsimme talentteja, joita löytyy osaamista jostain näistä työkaluista:


 * Siemens S7, TIA, PCS7, A-B, Schneider, Beckhoff, Visual Components, ABB Robot Studio
   
   

Katsomme erittäin positiivisena lisänä kokemuksen projektiliiketoiminnasta sekä teollisuuden instrumentointi- ja sähkösuunnittelusta ja suunnittelukokemuksen teollisuuden kone- tai prosessiohjauksien parista.

Onnistumisesi tässä tehtävässä varmistat aloitteellisella, itseohjautuvalla ja järjestelmällisellä työskentelyotteellasi. Osaat löytää ratkaisuja ja ratkoa haasteita. Et säikähdä yllätyksiä tai mutkia matkassa, vaan joustavuutesi ja rauhallisuutesi vievät sinut maaliin. Kaikkea kaikesta emme sinun odota tietävän, joten uskallathan aina tarvittaessa myös kysyä. Mielellämme myös kuulemme sinun haastavan ja esittävän mielipiteitä.

Tulisitko työkaveriksemme?

Jätäthän CVsi tehtävään Etteplanin urasivujen kautta 9.6.2024 mennessä. Käymme hakemuksia läpi ja tapaamme tehtävästä kiinnostuneita jo hakuaikana, joten älä siis suotta odota viimeiseen päivään ollaksesi yhteydessä.

Mikäli sinulla on mielessä kysymyksiä tehtävääsi tai meillä työskentelyyn liittyen, kysymyksiisi vastaa mielellään Area Manager Jari Rantalainen puh. +358 50 410 79 62, jari.rantalainen@etteplan.com.

Tervetuloa Etteplanille!

Etteplanilla luomme globaalisti tietoisuutta ja ymmärrystä monimuotoisuudesta, yhdenvertaisuudesta ja osallistamisesta työyhteisössämme. Kehitämme aktiivisesti avointa keskustelua, verkostoitumista ja mahdollisuuksia oppia lisää - viemme DEI (Diversity, Equity & Inclusion) -agendaa yhdessä eteenpäin työpaikallamme!",Entry level,https://fi.linkedin.com/jobs/view/automaatiosuunnittelija-kone-ja-laite-at-h%C3%A4meenlinnan-kaupunki-the-city-of-h%C3%A4meenlinna-3927613103?trk=public_jobs_topcard-title,"Hyvinkää, Uusimaa, Finland",2 weeks ago,,,16-05-24,,Government Administration,Automaatiosuunnittelija (kone ja laite),Engineering and Information Technology,on-site
